Date,Close,FEDFUNDS
1/18/2011,1295.02002,0.17
1/19/2011,1281.920044,0.17
1/20/2011,1280.26001,0.17
1/21/2011,1283.349976,0.17
1/24/2011,1290.839966,0.17
1/25/2011,1291.180054,0.17
1/26/2011,1296.630005,0.17
1/27/2011,1299.540039,0.17
1/28/2011,1276.339966,0.17
1/31/2011,1286.119995,0.17
2/1/2011,1307.589966,0.16
2/2/2011,1304.030029,0.16
2/3/2011,1307.099976,0.16
2/4/2011,1310.869995,0.16
2/7/2011,1319.050049,0.16
2/8/2011,1324.569946,0.16
2/9/2011,1320.880005,0.16
2/10/2011,1321.869995,0.16
2/11/2011,1329.150024,0.16
2/14/2011,1332.319946,0.16
2/15/2011,1328.01001,0.16
2/16/2011,1336.319946,0.16
2/17/2011,1340.430054,0.16
2/18/2011,1343.01001,0.16
2/22/2011,1315.439941,0.16
2/23/2011,1307.400024,0.16
2/24/2011,1306.099976,0.16
2/25/2011,1319.880005,0.16
2/28/2011,1327.219971,0.16
3/1/2011,1306.329956,0.14
3/2/2011,1308.439941,0.14
3/3/2011,1330.969971,0.14
3/4/2011,1321.150024,0.14
3/7/2011,1310.130005,0.14
3/8/2011,1321.819946,0.14
3/9/2011,1320.02002,0.14
3/10/2011,1295.109985,0.14
3/11/2011,1304.280029,0.14
3/14/2011,1296.390015,0.14
3/15/2011,1281.869995,0.14
3/16/2011,1256.880005,0.14
3/17/2011,1273.719971,0.14
3/18/2011,1279.209961,0.14
3/21/2011,1298.380005,0.14
3/22/2011,1293.77002,0.14
3/23/2011,1297.540039,0.14
3/24/2011,1309.660034,0.14
3/25/2011,1313.800049,0.14
3/28/2011,1310.189941,0.14
3/29/2011,1319.439941,0.14
3/30/2011,1328.26001,0.14
3/31/2011,1325.829956,0.14
4/1/2011,1332.410034,0.1
4/4/2011,1332.869995,0.1
4/5/2011,1332.630005,0.1
4/6/2011,1335.540039,0.1
4/7/2011,1333.51001,0.1
4/8/2011,1328.170044,0.1
4/11/2011,1324.459961,0.1
4/12/2011,1314.160034,0.1
4/13/2011,1314.410034,0.1
4/14/2011,1314.52002,0.1
4/15/2011,1319.680054,0.1
4/18/2011,1305.140015,0.1
4/19/2011,1312.619995,0.1
4/20/2011,1330.359985,0.1
4/21/2011,1337.380005,0.1
4/25/2011,1335.25,0.1
4/26/2011,1347.23999,0.1
4/27/2011,1355.660034,0.1
4/28/2011,1360.47998,0.1
4/29/2011,1363.609985,0.1
5/2/2011,1361.219971,0.09
5/3/2011,1356.619995,0.09
5/4/2011,1347.319946,0.09
5/5/2011,1335.099976,0.09
5/6/2011,1340.199951,0.09
5/9/2011,1346.290039,0.09
5/10/2011,1357.160034,0.09
5/11/2011,1342.079956,0.09
5/12/2011,1348.650024,0.09
5/13/2011,1337.77002,0.09
5/16/2011,1329.469971,0.09
5/17/2011,1328.97998,0.09
5/18/2011,1340.680054,0.09
5/19/2011,1343.599976,0.09
5/20/2011,1333.27002,0.09
5/23/2011,1317.369995,0.09
5/24/2011,1316.280029,0.09
5/25/2011,1320.469971,0.09
5/26/2011,1325.689941,0.09
5/27/2011,1331.099976,0.09
5/31/2011,1345.199951,0.09
6/1/2011,1314.550049,0.09
6/2/2011,1312.939941,0.09
6/3/2011,1300.160034,0.09
6/6/2011,1286.170044,0.09
6/7/2011,1284.939941,0.09
6/8/2011,1279.560059,0.09
6/9/2011,1289,0.09
6/10/2011,1270.97998,0.09
6/13/2011,1271.829956,0.09
6/14/2011,1287.869995,0.09
6/15/2011,1265.420044,0.09
6/16/2011,1267.640015,0.09
6/17/2011,1271.5,0.09
6/20/2011,1278.359985,0.09
6/21/2011,1295.52002,0.09
6/22/2011,1287.140015,0.09
6/23/2011,1283.5,0.09
6/24/2011,1268.449951,0.09
6/27/2011,1280.099976,0.09
6/28/2011,1296.670044,0.09
6/29/2011,1307.410034,0.09
6/30/2011,1320.640015,0.09
7/1/2011,1339.670044,0.07
7/5/2011,1337.880005,0.07
7/6/2011,1339.219971,0.07
7/7/2011,1353.219971,0.07
7/8/2011,1343.800049,0.07
7/11/2011,1319.48999,0.07
7/12/2011,1313.640015,0.07
7/13/2011,1317.719971,0.07
7/14/2011,1308.869995,0.07
7/15/2011,1316.140015,0.07
7/18/2011,1305.439941,0.07
7/19/2011,1326.72998,0.07
7/20/2011,1325.839966,0.07
7/21/2011,1343.800049,0.07
7/22/2011,1345.02002,0.07
7/25/2011,1337.430054,0.07
7/26/2011,1331.939941,0.07
7/27/2011,1304.890015,0.07
7/28/2011,1300.670044,0.07
7/29/2011,1292.280029,0.07
8/1/2011,1286.939941,0.1
8/2/2011,1254.050049,0.1
8/3/2011,1260.339966,0.1
8/4/2011,1200.069946,0.1
8/5/2011,1199.380005,0.1
8/8/2011,1119.459961,0.1
8/9/2011,1172.530029,0.1
8/10/2011,1120.76001,0.1
8/11/2011,1172.640015,0.1
8/12/2011,1178.810059,0.1
8/15/2011,1204.48999,0.1
8/16/2011,1192.76001,0.1
8/17/2011,1193.890015,0.1
8/18/2011,1140.650024,0.1
8/19/2011,1123.530029,0.1
8/22/2011,1123.819946,0.1
8/23/2011,1162.349976,0.1
8/24/2011,1177.599976,0.1
8/25/2011,1159.27002,0.1
8/26/2011,1176.800049,0.1
8/29/2011,1210.079956,0.1
8/30/2011,1212.920044,0.1
8/31/2011,1218.890015,0.1
9/1/2011,1204.420044,0.08
9/2/2011,1173.969971,0.08
9/6/2011,1165.23999,0.08
9/7/2011,1198.619995,0.08
9/8/2011,1185.900024,0.08
9/9/2011,1154.22998,0.08
9/12/2011,1162.27002,0.08
9/13/2011,1172.869995,0.08
9/14/2011,1188.680054,0.08
9/15/2011,1209.109985,0.08
9/16/2011,1216.01001,0.08
9/19/2011,1204.089966,0.08
9/20/2011,1202.089966,0.08
9/21/2011,1166.76001,0.08
9/22/2011,1129.560059,0.08
9/23/2011,1136.430054,0.08
9/26/2011,1162.949951,0.08
9/27/2011,1175.380005,0.08
9/28/2011,1151.060059,0.08
9/29/2011,1160.400024,0.08
9/30/2011,1131.420044,0.08
10/3/2011,1099.22998,0.07
10/4/2011,1123.949951,0.07
10/5/2011,1144.030029,0.07
10/6/2011,1164.969971,0.07
10/7/2011,1155.459961,0.07
10/10/2011,1194.890015,0.07
10/11/2011,1195.540039,0.07
10/12/2011,1207.25,0.07
10/13/2011,1203.660034,0.07
10/14/2011,1224.579956,0.07
10/17/2011,1200.859985,0.07
10/18/2011,1225.380005,0.07
10/19/2011,1209.880005,0.07
10/20/2011,1215.390015,0.07
10/21/2011,1238.25,0.07
10/24/2011,1254.189941,0.07
10/25/2011,1229.050049,0.07
10/26/2011,1242,0.07
10/27/2011,1284.589966,0.07
10/28/2011,1285.089966,0.07
10/31/2011,1253.300049,0.07
11/1/2011,1218.280029,0.08
11/2/2011,1237.900024,0.08
11/3/2011,1261.150024,0.08
11/4/2011,1253.22998,0.08
11/7/2011,1261.119995,0.08
11/8/2011,1275.920044,0.08
11/9/2011,1229.099976,0.08
11/10/2011,1239.699951,0.08
11/11/2011,1263.849976,0.08
11/14/2011,1251.780029,0.08
11/15/2011,1257.810059,0.08
11/16/2011,1236.910034,0.08
11/17/2011,1216.130005,0.08
11/18/2011,1215.650024,0.08
11/21/2011,1192.97998,0.08
11/22/2011,1188.040039,0.08
11/23/2011,1161.790039,0.08
11/25/2011,1158.670044,0.08
11/28/2011,1192.550049,0.08
11/29/2011,1195.189941,0.08
11/30/2011,1246.959961,0.08
12/1/2011,1244.579956,0.07
12/2/2011,1244.280029,0.07
12/5/2011,1257.079956,0.07
12/6/2011,1258.469971,0.07
12/7/2011,1261.01001,0.07
12/8/2011,1234.349976,0.07
12/9/2011,1255.189941,0.07
12/12/2011,1236.469971,0.07
12/13/2011,1225.72998,0.07
12/14/2011,1211.819946,0.07
12/15/2011,1215.75,0.07
12/16/2011,1219.660034,0.07
12/19/2011,1205.349976,0.07
12/20/2011,1241.300049,0.07
12/21/2011,1243.719971,0.07
12/22/2011,1254,0.07
12/23/2011,1265.329956,0.07
12/27/2011,1265.430054,0.07
12/28/2011,1249.640015,0.07
12/29/2011,1263.02002,0.07
12/30/2011,1257.599976,0.07
1/3/2012,1277.060059,0.08
1/4/2012,1277.300049,0.08
1/5/2012,1281.060059,0.08
1/6/2012,1277.810059,0.08
1/9/2012,1280.699951,0.08
1/10/2012,1292.079956,0.08
1/11/2012,1292.47998,0.08
1/12/2012,1295.5,0.08
1/13/2012,1289.089966,0.08
1/17/2012,1293.670044,0.08
1/18/2012,1308.040039,0.08
1/19/2012,1314.5,0.08
1/20/2012,1315.380005,0.08
1/23/2012,1316,0.08
1/24/2012,1314.650024,0.08
1/25/2012,1326.060059,0.08
1/26/2012,1318.430054,0.08
1/27/2012,1316.329956,0.08
1/30/2012,1313.01001,0.08
1/31/2012,1312.410034,0.08
2/1/2012,1324.089966,0.1
2/2/2012,1325.540039,0.1
2/3/2012,1344.900024,0.1
2/6/2012,1344.329956,0.1
2/7/2012,1347.050049,0.1
2/8/2012,1349.959961,0.1
2/9/2012,1351.949951,0.1
2/10/2012,1342.640015,0.1
2/13/2012,1351.77002,0.1
2/14/2012,1350.5,0.1
2/15/2012,1343.22998,0.1
2/16/2012,1358.040039,0.1
2/17/2012,1361.22998,0.1
2/21/2012,1362.209961,0.1
2/22/2012,1357.660034,0.1
2/23/2012,1363.459961,0.1
2/24/2012,1365.73999,0.1
2/27/2012,1367.589966,0.1
2/28/2012,1372.180054,0.1
2/29/2012,1365.680054,0.1
3/1/2012,1374.089966,0.13
3/2/2012,1369.630005,0.13
3/5/2012,1364.329956,0.13
3/6/2012,1343.359985,0.13
3/7/2012,1352.630005,0.13
3/8/2012,1365.910034,0.13
3/9/2012,1370.869995,0.13
3/12/2012,1371.089966,0.13
3/13/2012,1395.949951,0.13
3/14/2012,1394.280029,0.13
3/15/2012,1402.599976,0.13
3/16/2012,1404.170044,0.13
3/19/2012,1409.75,0.13
3/20/2012,1405.52002,0.13
3/21/2012,1402.890015,0.13
3/22/2012,1392.780029,0.13
3/23/2012,1397.109985,0.13
3/26/2012,1416.51001,0.13
3/27/2012,1412.52002,0.13
3/28/2012,1405.540039,0.13
3/29/2012,1403.280029,0.13
3/30/2012,1408.469971,0.13
4/2/2012,1419.040039,0.14
4/3/2012,1413.380005,0.14
4/4/2012,1398.959961,0.14
4/5/2012,1398.079956,0.14
4/9/2012,1382.199951,0.14
4/10/2012,1358.589966,0.14
4/11/2012,1368.709961,0.14
4/12/2012,1387.569946,0.14
4/13/2012,1370.26001,0.14
4/16/2012,1369.569946,0.14
4/17/2012,1390.780029,0.14
4/18/2012,1385.140015,0.14
4/19/2012,1376.920044,0.14
4/20/2012,1378.530029,0.14
4/23/2012,1366.939941,0.14
4/24/2012,1371.969971,0.14
4/25/2012,1390.689941,0.14
4/26/2012,1399.97998,0.14
4/27/2012,1403.359985,0.14
4/30/2012,1397.910034,0.14
5/1/2012,1405.819946,0.16
5/2/2012,1402.310059,0.16
5/3/2012,1391.569946,0.16
5/4/2012,1369.099976,0.16
5/7/2012,1369.579956,0.16
5/8/2012,1363.719971,0.16
5/9/2012,1354.579956,0.16
5/10/2012,1357.98999,0.16
5/11/2012,1353.390015,0.16
5/14/2012,1338.349976,0.16
5/15/2012,1330.660034,0.16
5/16/2012,1324.800049,0.16
5/17/2012,1304.859985,0.16
5/18/2012,1295.219971,0.16
5/21/2012,1315.98999,0.16
5/22/2012,1316.630005,0.16
5/23/2012,1318.859985,0.16
5/24/2012,1320.680054,0.16
5/25/2012,1317.819946,0.16
5/29/2012,1332.420044,0.16
5/30/2012,1313.319946,0.16
5/31/2012,1310.329956,0.16
6/1/2012,1278.040039,0.16
6/4/2012,1278.180054,0.16
6/5/2012,1285.5,0.16
6/6/2012,1315.130005,0.16
6/7/2012,1314.98999,0.16
6/8/2012,1325.660034,0.16
6/11/2012,1308.930054,0.16
6/12/2012,1324.180054,0.16
6/13/2012,1314.880005,0.16
6/14/2012,1329.099976,0.16
6/15/2012,1342.839966,0.16
6/18/2012,1344.780029,0.16
6/19/2012,1357.97998,0.16
6/20/2012,1355.689941,0.16
6/21/2012,1325.51001,0.16
6/22/2012,1335.02002,0.16
6/25/2012,1313.719971,0.16
6/26/2012,1319.98999,0.16
6/27/2012,1331.849976,0.16
6/28/2012,1329.040039,0.16
6/29/2012,1362.160034,0.16
7/2/2012,1365.51001,0.16
7/3/2012,1374.02002,0.16
7/5/2012,1367.579956,0.16
7/6/2012,1354.680054,0.16
7/9/2012,1352.459961,0.16
7/10/2012,1341.469971,0.16
7/11/2012,1341.449951,0.16
7/12/2012,1334.76001,0.16
7/13/2012,1356.780029,0.16
7/16/2012,1353.640015,0.16
7/17/2012,1363.670044,0.16
7/18/2012,1372.780029,0.16
7/19/2012,1376.51001,0.16
7/20/2012,1362.660034,0.16
7/23/2012,1350.52002,0.16
7/24/2012,1338.310059,0.16
7/25/2012,1337.890015,0.16
7/26/2012,1360.02002,0.16
7/27/2012,1385.969971,0.16
7/30/2012,1385.300049,0.16
7/31/2012,1379.319946,0.16
8/1/2012,1375.319946,0.13
8/2/2012,1365,0.13
8/3/2012,1390.98999,0.13
8/6/2012,1394.22998,0.13
8/7/2012,1401.349976,0.13
8/8/2012,1402.219971,0.13
8/9/2012,1402.800049,0.13
8/10/2012,1405.869995,0.13
8/13/2012,1404.109985,0.13
8/14/2012,1403.930054,0.13
8/15/2012,1405.530029,0.13
8/16/2012,1415.51001,0.13
8/17/2012,1418.160034,0.13
8/20/2012,1418.130005,0.13
8/21/2012,1413.170044,0.13
8/22/2012,1413.48999,0.13
8/23/2012,1402.079956,0.13
8/24/2012,1411.130005,0.13
8/27/2012,1410.439941,0.13
8/28/2012,1409.300049,0.13
8/29/2012,1410.48999,0.13
8/30/2012,1399.47998,0.13
8/31/2012,1406.579956,0.13
9/4/2012,1404.939941,0.14
9/5/2012,1403.439941,0.14
9/6/2012,1432.119995,0.14
9/7/2012,1437.920044,0.14
9/10/2012,1429.079956,0.14
9/11/2012,1433.560059,0.14
9/12/2012,1436.560059,0.14
9/13/2012,1459.98999,0.14
9/14/2012,1465.77002,0.14
9/17/2012,1461.189941,0.14
9/18/2012,1459.319946,0.14
9/19/2012,1461.050049,0.14
9/20/2012,1460.26001,0.14
9/21/2012,1460.150024,0.14
9/24/2012,1456.890015,0.14
9/25/2012,1441.589966,0.14
9/26/2012,1433.319946,0.14
9/27/2012,1447.150024,0.14
9/28/2012,1440.670044,0.14
10/1/2012,1444.48999,0.16
10/2/2012,1445.75,0.16
10/3/2012,1450.98999,0.16
10/4/2012,1461.400024,0.16
10/5/2012,1460.930054,0.16
10/8/2012,1455.880005,0.16
10/9/2012,1441.47998,0.16
10/10/2012,1432.560059,0.16
10/11/2012,1432.839966,0.16
10/12/2012,1428.589966,0.16
10/15/2012,1440.130005,0.16
10/16/2012,1454.920044,0.16
10/17/2012,1460.910034,0.16
10/18/2012,1457.339966,0.16
10/19/2012,1433.189941,0.16
10/22/2012,1433.819946,0.16
10/23/2012,1413.109985,0.16
10/24/2012,1408.75,0.16
10/25/2012,1412.969971,0.16
10/26/2012,1411.939941,0.16
10/31/2012,1412.160034,0.16
11/1/2012,1427.589966,0.16
11/2/2012,1414.199951,0.16
11/5/2012,1417.26001,0.16
11/6/2012,1428.390015,0.16
11/7/2012,1394.530029,0.16
11/8/2012,1377.51001,0.16
11/9/2012,1379.849976,0.16
11/12/2012,1380.030029,0.16
11/13/2012,1374.530029,0.16
11/14/2012,1355.48999,0.16
11/15/2012,1353.329956,0.16
11/16/2012,1359.880005,0.16
11/19/2012,1386.890015,0.16
11/20/2012,1387.810059,0.16
11/21/2012,1391.030029,0.16
11/23/2012,1409.150024,0.16
11/26/2012,1406.290039,0.16
11/27/2012,1398.939941,0.16
11/28/2012,1409.930054,0.16
11/29/2012,1415.949951,0.16
11/30/2012,1416.180054,0.16
12/3/2012,1409.459961,0.16
12/4/2012,1407.050049,0.16
12/5/2012,1409.280029,0.16
12/6/2012,1413.939941,0.16
12/7/2012,1418.069946,0.16
12/10/2012,1418.550049,0.16
12/11/2012,1427.839966,0.16
12/12/2012,1428.47998,0.16
12/13/2012,1419.449951,0.16
12/14/2012,1413.579956,0.16
12/17/2012,1430.359985,0.16
12/18/2012,1446.790039,0.16
12/19/2012,1435.810059,0.16
12/20/2012,1443.689941,0.16
12/21/2012,1430.150024,0.16
12/24/2012,1426.660034,0.16
12/26/2012,1419.829956,0.16
12/27/2012,1418.099976,0.16
12/28/2012,1402.430054,0.16
12/31/2012,1426.189941,0.16
1/2/2013,1462.420044,0.14
1/3/2013,1459.369995,0.14
1/4/2013,1466.469971,0.14
1/7/2013,1461.890015,0.14
1/8/2013,1457.150024,0.14
1/9/2013,1461.02002,0.14
1/10/2013,1472.119995,0.14
1/11/2013,1472.050049,0.14
1/14/2013,1470.680054,0.14
1/15/2013,1472.339966,0.14
1/16/2013,1472.630005,0.14
1/17/2013,1480.939941,0.14
1/18/2013,1485.97998,0.14
1/22/2013,1492.560059,0.14
1/23/2013,1494.810059,0.14
1/24/2013,1494.819946,0.14
1/25/2013,1502.959961,0.14
1/28/2013,1500.180054,0.14
1/29/2013,1507.839966,0.14
1/30/2013,1501.959961,0.14
1/31/2013,1498.109985,0.14
2/1/2013,1513.170044,0.15
2/4/2013,1495.709961,0.15
2/5/2013,1511.290039,0.15
2/6/2013,1512.119995,0.15
2/7/2013,1509.390015,0.15
2/8/2013,1517.930054,0.15
2/11/2013,1517.01001,0.15
2/12/2013,1519.430054,0.15
2/13/2013,1520.329956,0.15
2/14/2013,1521.380005,0.15
2/15/2013,1519.790039,0.15
2/19/2013,1530.939941,0.15
2/20/2013,1511.949951,0.15
2/21/2013,1502.420044,0.15
2/22/2013,1515.599976,0.15
2/25/2013,1487.849976,0.15
2/26/2013,1496.939941,0.15
2/27/2013,1515.98999,0.15
2/28/2013,1514.680054,0.15
3/1/2013,1518.199951,0.14
3/4/2013,1525.199951,0.14
3/5/2013,1539.790039,0.14
3/6/2013,1541.459961,0.14
3/7/2013,1544.26001,0.14
3/8/2013,1551.180054,0.14
3/11/2013,1556.219971,0.14
3/12/2013,1552.47998,0.14
3/13/2013,1554.52002,0.14
3/14/2013,1563.22998,0.14
3/15/2013,1560.699951,0.14
3/18/2013,1552.099976,0.14
3/19/2013,1548.339966,0.14
3/20/2013,1558.709961,0.14
3/21/2013,1545.800049,0.14
3/22/2013,1556.890015,0.14
3/25/2013,1551.689941,0.14
3/26/2013,1563.77002,0.14
3/27/2013,1562.849976,0.14
3/28/2013,1569.189941,0.14
4/1/2013,1562.170044,0.15
4/2/2013,1570.25,0.15
4/3/2013,1553.689941,0.15
4/4/2013,1559.97998,0.15
4/5/2013,1553.280029,0.15
4/8/2013,1563.069946,0.15
4/9/2013,1568.609985,0.15
4/10/2013,1587.72998,0.15
4/11/2013,1593.369995,0.15
4/12/2013,1588.849976,0.15
4/15/2013,1552.359985,0.15
4/16/2013,1574.569946,0.15
4/17/2013,1552.01001,0.15
4/18/2013,1541.609985,0.15
4/19/2013,1555.25,0.15
4/22/2013,1562.5,0.15
4/23/2013,1578.780029,0.15
4/24/2013,1578.790039,0.15
4/25/2013,1585.160034,0.15
4/26/2013,1582.23999,0.15
4/29/2013,1593.609985,0.15
4/30/2013,1597.569946,0.15
5/1/2013,1582.699951,0.11
5/2/2013,1597.589966,0.11
5/3/2013,1614.420044,0.11
5/6/2013,1617.5,0.11
5/7/2013,1625.959961,0.11
5/8/2013,1632.689941,0.11
5/9/2013,1626.670044,0.11
5/10/2013,1633.699951,0.11
5/13/2013,1633.77002,0.11
5/14/2013,1650.339966,0.11
5/15/2013,1658.780029,0.11
5/16/2013,1650.469971,0.11
5/17/2013,1667.469971,0.11
5/20/2013,1666.290039,0.11
5/21/2013,1669.160034,0.11
5/22/2013,1655.349976,0.11
5/23/2013,1650.51001,0.11
5/24/2013,1649.599976,0.11
5/28/2013,1660.060059,0.11
5/29/2013,1648.359985,0.11
5/30/2013,1654.410034,0.11
5/31/2013,1630.73999,0.11
6/3/2013,1640.420044,0.09
6/4/2013,1631.380005,0.09
6/5/2013,1608.900024,0.09
6/6/2013,1622.560059,0.09
6/7/2013,1643.380005,0.09
6/10/2013,1642.810059,0.09
6/11/2013,1626.130005,0.09
6/12/2013,1612.52002,0.09
6/13/2013,1636.359985,0.09
6/14/2013,1626.72998,0.09
6/17/2013,1639.040039,0.09
6/18/2013,1651.810059,0.09
6/19/2013,1628.930054,0.09
6/20/2013,1588.189941,0.09
6/21/2013,1592.430054,0.09
6/24/2013,1573.089966,0.09
6/25/2013,1588.030029,0.09
6/26/2013,1603.26001,0.09
6/27/2013,1613.199951,0.09
6/28/2013,1606.280029,0.09
7/1/2013,1614.959961,0.09
7/2/2013,1614.079956,0.09
7/3/2013,1615.410034,0.09
7/5/2013,1631.890015,0.09
7/8/2013,1640.459961,0.09
7/9/2013,1652.319946,0.09
7/10/2013,1652.619995,0.09
7/11/2013,1675.02002,0.09
7/12/2013,1680.189941,0.09
7/15/2013,1682.5,0.09
7/16/2013,1676.26001,0.09
7/17/2013,1680.910034,0.09
7/18/2013,1689.369995,0.09
7/19/2013,1692.089966,0.09
7/22/2013,1695.530029,0.09
7/23/2013,1692.390015,0.09
7/24/2013,1685.939941,0.09
7/25/2013,1690.25,0.09
7/26/2013,1691.650024,0.09
7/29/2013,1685.329956,0.09
7/30/2013,1685.959961,0.09
7/31/2013,1685.72998,0.09
8/1/2013,1706.869995,0.08
8/2/2013,1709.670044,0.08
8/5/2013,1707.140015,0.08
8/6/2013,1697.369995,0.08
8/7/2013,1690.910034,0.08
8/8/2013,1697.47998,0.08
8/9/2013,1691.420044,0.08
8/12/2013,1689.469971,0.08
8/13/2013,1694.160034,0.08
8/14/2013,1685.390015,0.08
8/15/2013,1661.319946,0.08
8/16/2013,1655.829956,0.08
8/19/2013,1646.060059,0.08
8/20/2013,1652.349976,0.08
8/21/2013,1642.800049,0.08
8/22/2013,1656.959961,0.08
8/23/2013,1663.5,0.08
8/26/2013,1656.780029,0.08
8/27/2013,1630.47998,0.08
8/28/2013,1634.959961,0.08
8/29/2013,1638.170044,0.08
8/30/2013,1632.969971,0.08
9/3/2013,1639.77002,0.08
9/4/2013,1653.079956,0.08
9/5/2013,1655.079956,0.08
9/6/2013,1655.170044,0.08
9/9/2013,1671.709961,0.08
9/10/2013,1683.98999,0.08
9/11/2013,1689.130005,0.08
9/12/2013,1683.420044,0.08
9/13/2013,1687.98999,0.08
9/16/2013,1697.599976,0.08
9/17/2013,1704.76001,0.08
9/18/2013,1725.52002,0.08
9/19/2013,1722.339966,0.08
9/20/2013,1709.910034,0.08
9/23/2013,1701.839966,0.08
9/24/2013,1697.420044,0.08
9/25/2013,1692.77002,0.08
9/26/2013,1698.670044,0.08
9/27/2013,1691.75,0.08
9/30/2013,1681.550049,0.08
10/1/2013,1695,0.09
10/2/2013,1693.869995,0.09
10/3/2013,1678.660034,0.09
10/4/2013,1690.5,0.09
10/7/2013,1676.119995,0.09
10/8/2013,1655.449951,0.09
10/9/2013,1656.400024,0.09
10/10/2013,1692.560059,0.09
10/11/2013,1703.199951,0.09
10/14/2013,1710.140015,0.09
10/15/2013,1698.060059,0.09
10/16/2013,1721.540039,0.09
10/17/2013,1733.150024,0.09
10/18/2013,1744.5,0.09
10/21/2013,1744.660034,0.09
10/22/2013,1754.670044,0.09
10/23/2013,1746.380005,0.09
10/24/2013,1752.069946,0.09
10/25/2013,1759.77002,0.09
10/28/2013,1762.109985,0.09
10/29/2013,1771.949951,0.09
10/30/2013,1763.310059,0.09
10/31/2013,1756.540039,0.09
11/1/2013,1761.640015,0.08
11/4/2013,1767.930054,0.08
11/5/2013,1762.969971,0.08
11/6/2013,1770.48999,0.08
11/7/2013,1747.150024,0.08
11/8/2013,1770.609985,0.08
11/11/2013,1771.890015,0.08
11/12/2013,1767.689941,0.08
11/13/2013,1782,0.08
11/14/2013,1790.619995,0.08
11/15/2013,1798.180054,0.08
11/18/2013,1791.530029,0.08
11/19/2013,1787.869995,0.08
11/20/2013,1781.369995,0.08
11/21/2013,1795.849976,0.08
11/22/2013,1804.76001,0.08
11/25/2013,1802.47998,0.08
11/26/2013,1802.75,0.08
11/27/2013,1807.22998,0.08
11/29/2013,1805.810059,0.08
12/2/2013,1800.900024,0.09
12/3/2013,1795.150024,0.09
12/4/2013,1792.810059,0.09
12/5/2013,1785.030029,0.09
12/6/2013,1805.089966,0.09
12/9/2013,1808.369995,0.09
12/10/2013,1802.619995,0.09
12/11/2013,1782.219971,0.09
12/12/2013,1775.5,0.09
12/13/2013,1775.319946,0.09
12/16/2013,1786.540039,0.09
12/17/2013,1781,0.09
12/18/2013,1810.650024,0.09
12/19/2013,1809.599976,0.09
12/20/2013,1818.319946,0.09
12/23/2013,1827.98999,0.09
12/24/2013,1833.319946,0.09
12/26/2013,1842.02002,0.09
12/27/2013,1841.400024,0.09
12/30/2013,1841.069946,0.09
12/31/2013,1848.359985,0.09
1/2/2014,1831.97998,0.07
1/3/2014,1831.369995,0.07
1/6/2014,1826.77002,0.07
1/7/2014,1837.880005,0.07
1/8/2014,1837.48999,0.07
1/9/2014,1838.130005,0.07
1/10/2014,1842.369995,0.07
1/13/2014,1819.199951,0.07
1/14/2014,1838.880005,0.07
1/15/2014,1848.380005,0.07
1/16/2014,1845.890015,0.07
1/17/2014,1838.699951,0.07
1/21/2014,1843.800049,0.07
1/22/2014,1844.859985,0.07
1/23/2014,1828.459961,0.07
1/24/2014,1790.290039,0.07
1/27/2014,1781.560059,0.07
1/28/2014,1792.5,0.07
1/29/2014,1774.199951,0.07
1/30/2014,1794.189941,0.07
1/31/2014,1782.589966,0.07
2/3/2014,1741.890015,0.07
2/4/2014,1755.199951,0.07
2/5/2014,1751.640015,0.07
2/6/2014,1773.430054,0.07
2/7/2014,1797.02002,0.07
2/10/2014,1799.839966,0.07
2/11/2014,1819.75,0.07
2/12/2014,1819.26001,0.07
2/13/2014,1829.829956,0.07
2/14/2014,1838.630005,0.07
2/18/2014,1840.76001,0.07
2/19/2014,1828.75,0.07
2/20/2014,1839.780029,0.07
2/21/2014,1836.25,0.07
2/24/2014,1847.609985,0.07
2/25/2014,1845.119995,0.07
2/26/2014,1845.160034,0.07
2/27/2014,1854.290039,0.07
2/28/2014,1859.449951,0.07
3/3/2014,1845.72998,0.08
3/4/2014,1873.910034,0.08
3/5/2014,1873.810059,0.08
3/6/2014,1877.030029,0.08
3/7/2014,1878.040039,0.08
3/10/2014,1877.170044,0.08
3/11/2014,1867.630005,0.08
3/12/2014,1868.199951,0.08
3/13/2014,1846.339966,0.08
3/14/2014,1841.130005,0.08
3/17/2014,1858.829956,0.08
3/18/2014,1872.25,0.08
3/19/2014,1860.77002,0.08
3/20/2014,1872.01001,0.08
3/21/2014,1866.52002,0.08
3/24/2014,1857.439941,0.08
3/25/2014,1865.619995,0.08
3/26/2014,1852.560059,0.08
3/27/2014,1849.040039,0.08
3/28/2014,1857.619995,0.08
3/31/2014,1872.339966,0.08
4/1/2014,1885.52002,0.09
4/2/2014,1890.900024,0.09
4/3/2014,1888.77002,0.09
4/4/2014,1865.089966,0.09
4/7/2014,1845.040039,0.09
4/8/2014,1851.959961,0.09
4/9/2014,1872.180054,0.09
4/10/2014,1833.079956,0.09
4/11/2014,1815.689941,0.09
4/14/2014,1830.609985,0.09
4/15/2014,1842.97998,0.09
4/16/2014,1862.310059,0.09
4/17/2014,1864.849976,0.09
4/21/2014,1871.890015,0.09
4/22/2014,1879.550049,0.09
4/23/2014,1875.390015,0.09
4/24/2014,1878.609985,0.09
4/25/2014,1863.400024,0.09
4/28/2014,1869.430054,0.09
4/29/2014,1878.329956,0.09
